timestamp,user_id,role,event_type,amount,country,lat,lon,channel,is_privileged,mfa_success,device_id,ip,ts,hour,dayofweek,off_hours,amount_roll_mean_7d,amount_roll_std_7d,login_cnt_24h,prev_lat,prev_lon,geo_km_from_prev,event_type_code,country_code,channel_code,role_code,anomaly_prob,risk_score,reasons,sev,summary
2025-10-20T14:39:24.995967+00:00,user_00385,user,login,100000.0,RU,44.6752,-76.2748,web,0,0,dev_2724,10.54.192.71,2025-10-20 14:39:24.995967+00:00,14,0,0,12500.0,35355.33905932738,3,37.6456,-122.8646,3922.6285976635186,1,3,2,1,0.8674136087763981,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00385 triggered login in RU at 2025-10-20T14:39:24.995967+00:00; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T21:43:24.995967+00:00,user_00521,user,login,100000.0,RU,43.6962,-80.3563,mobile,0,0,dev_2325,10.88.202.59,2025-10-21 21:43:24.995967+00:00,21,1,1,4556.4506249999995,19205.063478557728,12,51.6749,-0.3803,5746.9493078165315,1,3,1,1,0.7962588677250878,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00521 triggered login in RU at 2025-10-21T21:43:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-20T12:35:24.995967+00:00,user_00291,user,login,100000.0,RU,38.0609,-122.6156,web,0,0,dev_1512,10.49.198.116,2025-10-20 12:35:24.995967+00:00,12,0,0,14285.714285714286,37796.44730092272,2,43.1036,-79.4886,3644.1606787938504,1,3,2,1,0.8758096209400671,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00291 triggered login in RU at 2025-10-20T12:35:24.995967+00:00; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T22:41:24.995967+00:00,user_00423,admin,password_reset,0.0,CA,43.3276,-79.6409,web,1,1,dev_4548,10.109.16.182,2025-10-21 22:41:24.995967+00:00,22,1,1,1963.298947368421,8557.821707538726,6,49.9075,-124.0567,3417.3802560951767,3,0,2,0,0.623311744269025,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00423 triggered password_reset in CA at 2025-10-21T22:41:24.995967+00:00 outside business hours; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-22T00:23:24.995967+00:00,user_00423,admin,password_reset,0.0,CA,48.6443,-123.059,mobile,1,1,dev_845,10.216.250.188,2025-10-22 00:23:24.995967+00:00,0,2,1,1865.134,8341.132822292184,6,43.3276,-79.6409,3359.3747460785307,3,0,1,0,0.7424001335511357,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00423 triggered password_reset in CA at 2025-10-22T00:23:24.995967+00:00 outside business hours; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-20T15:25:24.995967+00:00,user_00279,admin,password_reset,0.0,SG,0.9943,103.4099,web,1,1,dev_4856,10.48.254.133,2025-10-20 15:25:24.995967+00:00,15,0,0,1448.09,5608.428453809497,6,49.0749,-123.3118,12881.112428411241,3,4,2,0,0.6825413320347598,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00279 triggered password_reset in SG at 2025-10-20T15:25:24.995967+00:00; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-21T03:10:24.995967+00:00,user_00599,user,view,100000.0,RU,40.1233,-74.2852,branch,0,0,dev_3258,10.17.204.154,2025-10-21 03:10:24.995967+00:00,3,1,1,9090.90909090909,30151.134457776363,5,51.0923,0.2729,5670.72785553759,4,3,0,1,0.9127398640332175,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00599 triggered view in RU at 2025-10-21T03:10:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-20T12:59:24.995967+00:00,user_00490,admin,password_reset,0.0,US,37.8836,-122.2432,web,1,1,dev_2248,10.254.65.73,2025-10-20 12:59:24.995967+00:00,12,0,0,0.0,0.0,2,19.4776,73.0907,13438.352641662219,3,5,2,0,0.6585974656076184,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00490 triggered password_reset in US at 2025-10-20T12:59:24.995967+00:00; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-20T19:27:24.995967+00:00,user_00215,admin,password_reset,0.0,IN,18.6733,73.4072,mobile,1,1,dev_758,10.39.132.222,2025-10-20 19:27:24.995967+00:00,19,0,1,4073.8007692307688,9805.077554055399,4,37.8524,-123.4462,13487.315958391699,3,2,1,0,0.7398496258726897,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00215 triggered password_reset in IN at 2025-10-20T19:27:24.995967+00:00 outside business hours; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-21T06:47:24.995967+00:00,user_00513,admin,password_reset,0.0,SG,2.0485,104.2632,web,1,1,dev_2379,10.82.16.46,2025-10-21 06:47:24.995967+00:00,6,1,1,0.0,0.0,10,51.1985,-0.8343,10871.873459107366,3,4,2,0,0.6121026934729531,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00513 triggered password_reset in SG at 2025-10-21T06:47:24.995967+00:00 outside business hours; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-20T10:41:24.995967+00:00,user_00381,admin,password_reset,0.0,SG,0.4913,103.4222,web,1,1,dev_4488,10.54.253.101,2025-10-20 10:41:24.995967+00:00,10,0,0,0.0,0.0,1,52.2262,-0.6446,10915.923341520755,3,4,2,0,0.6364187394119865,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00381 triggered password_reset in SG at 2025-10-20T10:41:24.995967+00:00; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-20T10:07:24.995967+00:00,user_00464,user,login,100000.0,RU,1.1047,103.0572,mobile,0,0,dev_3235,10.115.180.51,2025-10-20 10:07:24.995967+00:00,10,0,0,14285.714285714286,37796.44730092272,5,45.0319,-76.6336,14884.84002787013,1,3,1,1,0.9160970262276674,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00464 triggered login in RU at 2025-10-20T10:07:24.995967+00:00; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-20T23:54:24.995967+00:00,user_00675,user,view,100000.0,RU,45.0743,-75.5334,web,0,0,dev_1215,10.83.94.174,2025-10-20 23:54:24.995967+00:00,23,0,1,12500.0,35355.33905932738,6,19.7241,72.9449,12134.715715453089,4,3,2,1,0.9351831207987324,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00675 triggered view in RU at 2025-10-20T23:54:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-20T11:24:24.995967+00:00,user_00586,user,mfa_challenge,100000.0,RU,43.4394,-78.4467,mobile,0,0,dev_973,10.30.17.202,2025-10-20 11:24:24.995967+00:00,11,0,0,0.0,0.0,2,38.4897,-122.4698,3693.551323504416,2,3,1,1,0.68456465746443,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL', 'FAILED_MFA']",high,"User user_00586 triggered mfa_challenge in RU at 2025-10-20T11:24:24.995967+00:00; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL, FAILED_MFA. Risk=1.00 (sev=high)."
2025-10-22T00:23:24.995967+00:00,user_00355,user,login,100000.0,RU,18.7844,72.5676,mobile,0,0,dev_3357,10.197.47.97,2025-10-22 00:23:24.995967+00:00,0,2,1,2631.5789473684213,16222.142113076252,19,37.7877,-122.539,13529.127865176939,1,3,1,1,0.9149169560888109,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00355 triggered login in RU at 2025-10-22T00:23:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-20T03:21:24.995967+00:00,user_00513,admin,password_reset,0.0,SG,0.8147,102.6876,web,1,1,dev_3748,10.75.217.95,2025-10-20 03:21:24.995967+00:00,3,0,1,0.0,0.0,0,40.5967,-74.4017,15400.922936347464,3,4,2,0,0.6947562818510655,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00513 triggered password_reset in SG at 2025-10-20T03:21:24.995967+00:00 outside business hours; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-20T06:00:24.995967+00:00,user_00614,user,login,100000.0,RU,38.0286,-122.9295,mobile,0,0,dev_4401,10.135.93.228,2025-10-20 06:00:24.995967+00:00,6,0,1,20550.028,44429.84643236931,3,43.4333,-79.2215,3688.5404799361613,1,3,1,1,0.9150285789567297,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00614 triggered login in RU at 2025-10-20T06:00:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T05:46:24.995967+00:00,user_00513,admin,password_reset,0.0,SG,0.3927,103.9929,mobile,1,1,dev_2632,10.169.182.96,2025-10-21 05:46:24.995967+00:00,5,1,1,0.0,0.0,10,43.766,-79.9968,15088.87909857362,3,4,1,0,0.7042812054149833,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00513 triggered password_reset in SG at 2025-10-21T05:46:24.995967+00:00 outside business hours; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-21T02:52:24.995967+00:00,user_00739,user,login,100000.0,RU,51.5837,0.4262,branch,0,0,dev_324,10.50.155.22,2025-10-21 02:52:24.995967+00:00,2,1,1,4761.9047619047615,21821.789023599238,6,0.8335,103.4948,10832.278957177174,1,3,0,1,0.8684713409087096,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00739 triggered login in RU at 2025-10-21T02:52:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T19:57:24.995967+00:00,user_00967,user,login,100000.0,RU,44.7101,-78.717,web,0,0,dev_3963,10.238.172.180,2025-10-21 19:57:24.995967+00:00,19,1,1,2885.634054054054,16446.645509627564,12,19.3918,73.5195,12351.038821843842,1,3,2,1,0.7802895942011031,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00967 triggered login in RU at 2025-10-21T19:57:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T22:18:24.995967+00:00,user_00663,user,view,100000.0,RU,49.0283,-123.3261,mobile,0,0,dev_3038,10.96.61.249,2025-10-21 22:18:24.995967+00:00,22,1,1,14578.335714285715,36206.026634028916,6,43.5999,-78.2913,3458.5377301784115,4,3,1,1,0.9003013341312894,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00663 triggered view in RU at 2025-10-21T22:18:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T03:02:24.995967+00:00,user_00857,admin,password_reset,0.0,US,38.4558,-121.7476,web,1,1,dev_1869,10.153.244.111,2025-10-21 03:02:24.995967+00:00,3,1,1,1063.790476190476,4874.900380715975,6,51.0286,-0.02,8564.89893687229,3,5,2,0,0.6286206469113933,1.0,"['GEO_IMPOSSIBLE_TRAVEL', 'PRIVILEGED_SENSITIVE_ACTION']",high,"User user_00857 triggered password_reset in US at 2025-10-21T03:02:24.995967+00:00 outside business hours; flags: GEO_IMPOSSIBLE_TRAVEL, PRIVILEGED_SENSITIVE_ACTION. Risk=1.00 (sev=high)."
2025-10-21T07:14:24.995967+00:00,user_00015,user,view,100000.0,RU,37.9403,-122.7309,web,0,0,dev_4588,10.163.82.112,2025-10-21 07:14:24.995967+00:00,7,1,1,7142.857142857143,26726.124191242438,6,49.2445,-121.524,1260.6766534140847,4,3,2,1,0.8073250731545355,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00015 triggered view in RU at 2025-10-21T07:14:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T18:08:24.995967+00:00,user_00716,user,wire_transfer,185652.0,RU,37.5331,-121.7969,mobile,0,0,dev_3897,10.178.1.239,2025-10-21 18:08:24.995967+00:00,18,1,1,12376.8,47935.140279339954,9,37.3488,-122.0755,32.015077592325184,5,3,1,1,0.9230706593913441,1.0,"['OFF_HOURS_LARGE_TRANSFER', 'HIGH_RISK_COUNTRY']",high,"User user_00716 triggered wire_transfer in RU at 2025-10-21T18:08:24.995967+00:00 for $185652.00 outside business hours; flags: OFF_HOURS_LARGE_TRANSFER, HIGH_RISK_COUNTRY. Risk=1.00 (sev=high)."
2025-10-20T06:25:24.995967+00:00,user_00667,user,wire_transfer,270143.04000000004,RU,38.0076,-123.6185,web,0,0,dev_4128,10.124.177.205,2025-10-20 06:25:24.995967+00:00,6,0,1,0.0,0.0,0,37.7504,-122.8099,76.51405187645966,5,3,2,1,0.719587454327267,1.0,"['OFF_HOURS_LARGE_TRANSFER', 'HIGH_RISK_COUNTRY']",high,"User user_00667 triggered wire_transfer in RU at 2025-10-20T06:25:24.995967+00:00 for $270143.04 outside business hours; flags: OFF_HOURS_LARGE_TRANSFER, HIGH_RISK_COUNTRY. Risk=1.00 (sev=high)."
2025-10-21T05:38:24.995967+00:00,user_00832,user,mfa_challenge,100000.0,RU,38.2853,-122.2368,mobile,0,0,dev_4109,10.186.196.72,2025-10-21 05:38:24.995967+00:00,5,1,1,4007.6696153846156,19595.956965609104,12,45.4724,-74.9808,3934.4032096987526,2,3,1,1,0.7744083105256121,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL', 'FAILED_MFA']",high,"User user_00832 triggered mfa_challenge in RU at 2025-10-21T05:38:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL, FAILED_MFA. Risk=1.00 (sev=high)."
2025-10-20T18:09:24.995967+00:00,user_00829,user,mfa_challenge,100000.0,RU,43.7904,-79.4056,web,0,0,dev_2271,10.26.218.231,2025-10-20 18:09:24.995967+00:00,18,0,1,0.0,0.0,2,1.5434,103.8489,14963.781338118524,2,3,2,1,0.7476216081325066,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL', 'FAILED_MFA']",high,"User user_00829 triggered mfa_challenge in RU at 2025-10-20T18:09:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL, FAILED_MFA. Risk=1.00 (sev=high)."
2025-10-21T07:47:24.995967+00:00,user_00352,user,wire_transfer,212433.6,RU,50.1321,-122.8474,mobile,0,0,dev_3158,10.117.149.57,2025-10-21 07:47:24.995967+00:00,7,1,1,16652.33357142857,56412.1838047064,4,49.4205,-122.8035,79.18907333522516,5,3,1,1,0.9451731257995633,1.0,"['OFF_HOURS_LARGE_TRANSFER', 'HIGH_RISK_COUNTRY']",high,"User user_00352 triggered wire_transfer in RU at 2025-10-21T07:47:24.995967+00:00 for $212433.60 outside business hours; flags: OFF_HOURS_LARGE_TRANSFER, HIGH_RISK_COUNTRY. Risk=1.00 (sev=high)."
2025-10-21T10:44:24.995967+00:00,user_00760,user,view,100000.0,RU,43.8796,-80.2941,web,0,0,dev_4377,10.204.188.179,2025-10-21 10:44:24.995967+00:00,10,1,0,7364.027916666666,21353.75635601828,8,49.1042,-123.258,3294.205251605824,4,3,2,1,0.8043527213234093,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00760 triggered view in RU at 2025-10-21T10:44:24.995967+00:00; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T23:21:24.995967+00:00,user_00478,user,wire_transfer,159158.08000000002,RU,0.4737,103.647,web,0,0,dev_2781,10.6.219.111,2025-10-21 23:21:24.995967+00:00,23,1,1,5363.347500000001,28150.67494912139,12,51.1737,0.314,10890.443571542824,5,3,2,1,0.9028255339540687,1.0,"['OFF_HOURS_LARGE_TRANSFER', 'HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00478 triggered wire_transfer in RU at 2025-10-21T23:21:24.995967+00:00 for $159158.08 outside business hours; flags: OFF_HOURS_LARGE_TRANSFER, HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-20T01:36:24.995967+00:00,user_00736,user,view,100000.0,RU,43.4952,-79.6699,mobile,0,0,dev_3078,10.18.217.120,2025-10-20 01:36:24.995967+00:00,1,0,1,0.0,0.0,1,37.5316,-122.5233,3641.57902719083,4,3,1,1,0.6558824229432716,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00736 triggered view in RU at 2025-10-20T01:36:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T13:50:24.995967+00:00,user_00135,user,mfa_challenge,100000.0,RU,42.9467,-78.9678,web,0,0,dev_1531,10.96.32.110,2025-10-21 13:50:24.995967+00:00,13,1,0,4000.0,20000.0,7,40.3555,-73.4565,540.838755260502,2,3,2,1,0.7430405497160268,1.0,"['HIGH_RISK_COUNTRY', 'FAILED_MFA']",high,"User user_00135 triggered mfa_challenge in RU at 2025-10-21T13:50:24.995967+00:00; flags: HIGH_RISK_COUNTRY, FAILED_MFA. Risk=1.00 (sev=high)."
2025-10-20T10:55:24.995967+00:00,user_00402,user,login,100000.0,RU,37.4001,-122.5487,web,0,0,dev_1846,10.143.36.42,2025-10-20 10:55:24.995967+00:00,10,0,0,20367.291666666668,40010.11645834609,2,52.3025,0.3092,8613.786787459818,1,3,2,1,0.9114221885059133,1.0,"['HIGH_RISK_COUNTRY', 'GEO_IMPOSSIBLE_TRAVEL']",high,"User user_00402 triggered login in RU at 2025-10-20T10:55:24.995967+00:00; flags: HIGH_RISK_COUNTRY, GEO_IMPOSSIBLE_TRAVEL. Risk=1.00 (sev=high)."
2025-10-21T04:22:24.995967+00:00,user_00936,admin,view,100000.0,RU,41.4869,-73.4482,mobile,1,0,dev_1219,10.146.190.31,2025-10-21 04:22:24.995967+00:00,4,1,1,10000.0,31622.776601683792,4,39.9107,-74.3565,191.25887658417957,4,3,1,0,0.9999999971356873,0.9999999971356873,['HIGH_RISK_COUNTRY'],high,User user_00936 triggered view in RU at 2025-10-21T04:22:24.995967+00:00 outside business hours; flags: HIGH_RISK_COUNTRY. Risk=1.00 (sev=high).
